           Unix Timestamp,               UTC_Date_&_Time,                 Hora de Chile,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                1660332660,           2022-08-12 19:31:00,           2022-08-12 15:31:00,      3.020000,     14.754000,          3.900695,                    47.131440,      1.014000
                1660333560,           2022-08-12 19:46:00,           2022-08-12 15:46:00,      3.020000,     14.736000,          3.893234,                    47.024306,      1.014000
                1660334460,           2022-08-12 20:01:00,           2022-08-12 16:01:00,      3.020000,     14.797000,          3.749927,                    45.348789,      1.013000
                1660335360,           2022-08-12 20:16:00,           2022-08-12 16:16:00,      3.020000,     14.788000,          3.865805,                    46.741705,      1.014000
                1660336260,           2022-08-12 20:31:00,           2022-08-12 16:31:00,      3.020000,     14.823000,          3.878273,                    46.925337,      1.014000
                1660337160,           2022-08-12 20:46:00,           2022-08-12 16:46:00,      3.020000,     14.857000,          3.841744,                    46.515002,      1.013000
                1660338060,           2022-08-12 21:01:00,           2022-08-12 17:01:00,      3.020000,     14.814000,          3.778607,                    45.711187,      1.014000
                1660338960,           2022-08-12 21:16:00,           2022-08-12 17:16:00,      3.020000,     14.771000,          3.720377,                    44.968004,      1.014000
                1660339860,           2022-08-12 21:31:00,           2022-08-12 17:31:00,      3.020000,     14.805000,          3.648735,                    44.132127,      1.014000
                1660340760,           2022-08-12 21:46:00,           2022-08-12 17:46:00,      3.020000,     14.754000,          3.600265,                    43.501392,      1.014000
                1660341660,           2022-08-12 22:01:00,           2022-08-12 18:01:00,      3.020000,     14.754000,          3.470460,                    41.932974,      1.014000
                1660342560,           2022-08-12 22:16:00,           2022-08-12 18:16:00,      3.020000,     14.754000,          3.304733,                    39.930529,      1.014000
                1660343460,           2022-08-12 22:31:00,           2022-08-12 18:31:00,      3.020000,     14.736000,          3.156058,                    38.120353,      1.014000
                1660344360,           2022-08-12 22:46:00,           2022-08-12 18:46:00,      3.020000,     14.745000,          3.005075,                    36.303261,      1.014000
                1660345260,           2022-08-12 23:01:00,           2022-08-12 19:01:00,      3.020000,     14.797000,          2.872250,                    34.734822,      1.014000
                1660346160,           2022-08-12 23:16:00,           2022-08-12 19:16:00,      3.020000,     14.797000,          2.735087,                    33.076081,      1.015000
                1660347060,           2022-08-12 23:31:00,           2022-08-12 19:31:00,      3.020000,     14.754000,          2.609172,                    31.526179,      1.015000
                1660347960,           2022-08-12 23:46:00,           2022-08-12 19:46:00,      3.020000,     14.762000,          2.480215,                    29.972823,      1.015000
                1660348860,           2022-08-13 00:01:00,           2022-08-12 20:01:00,      3.020000,     14.710000,          2.369800,                    28.608639,      1.015000
                1660349760,           2022-08-13 00:16:00,           2022-08-12 20:16:00,      3.020000,     14.641000,          2.259342,                    27.237406,      1.015000
                1660350660,           2022-08-13 00:31:00,           2022-08-12 20:31:00,      3.020000,     14.564000,          2.158673,                    25.983551,      1.015000
                1660351560,           2022-08-13 00:46:00,           2022-08-12 20:46:00,      3.020000,     14.615000,          2.059276,                    24.812561,      1.015000
                1660352460,           2022-08-13 01:01:00,           2022-08-12 21:01:00,      3.020000,     14.667000,          1.964764,                    23.698505,      1.015000
                1660353360,           2022-08-13 01:16:00,           2022-08-12 21:16:00,      3.020000,     14.564000,          1.884452,                    22.682805,      1.015000
                1660354260,           2022-08-13 01:31:00,           2022-08-12 21:31:00,      3.020000,     14.702000,          1.792633,                    21.637501,      1.015000
                1660355160,           2022-08-13 01:46:00,           2022-08-12 21:46:00,      3.020000,     14.659000,          1.718228,                    20.721516,      1.015000
                1660356060,           2022-08-13 02:01:00,           2022-08-12 22:01:00,      3.020000,     14.633000,          1.650408,                    19.893232,      1.015000
                1660356960,           2022-08-13 02:16:00,           2022-08-12 22:16:00,      3.020000,     14.710000,          1.577962,                    19.049431,      1.014000
                1660357860,           2022-08-13 02:31:00,           2022-08-12 22:31:00,      3.020000,     14.693000,          1.516695,                    18.303564,      1.014000
                1660358760,           2022-08-13 02:46:00,           2022-08-12 22:46:00,      3.020000,     14.650000,          1.452922,                    17.518808,      1.014000
                1660359660,           2022-08-13 03:01:00,           2022-08-12 23:01:00,      3.020000,     14.607000,          1.394870,                    16.804318,      1.014000
                1660360560,           2022-08-13 03:16:00,           2022-08-12 23:16:00,      3.020000,     14.641000,          1.336995,                    16.118089,      1.014000
                1660361460,           2022-08-13 03:31:00,           2022-08-12 23:31:00,      3.020000,     14.555000,          1.295185,                    15.587079,      1.014000
                1660362360,           2022-08-13 03:46:00,           2022-08-12 23:46:00,      3.020000,     14.572000,          1.247068,                    15.013147,      1.013000
                1660363260,           2022-08-13 04:01:00,           2022-08-13 00:01:00,      3.020000,     14.512000,          1.213487,                    14.591247,      1.013000
                1660364160,           2022-08-13 04:16:00,           2022-08-13 00:16:00,      3.020000,     14.520000,          1.171883,                    14.093261,      1.013000
                1660365060,           2022-08-13 04:31:00,           2022-08-13 00:31:00,      3.020000,     14.546000,          1.137656,                    13.688806,      1.013000
                1660365960,           2022-08-13 04:46:00,           2022-08-13 00:46:00,      3.020000,     14.564000,          1.099332,                    13.232455,      1.013000
                1660366860,           2022-08-13 05:01:00,           2022-08-13 01:01:00,      3.020000,     14.607000,          1.065129,                    12.831852,      1.013000
                1660367760,           2022-08-13 05:16:00,           2022-08-13 01:16:00,      3.020000,     14.555000,          1.034026,                    12.444127,      1.013000
                1660368660,           2022-08-13 05:31:00,           2022-08-13 01:31:00,      3.020000,     14.659000,          1.005632,                    12.127747,      1.012000
                1660369560,           2022-08-13 05:46:00,           2022-08-13 01:46:00,      3.020000,     14.641000,          0.972953,                    11.729403,      1.012000
                1660370460,           2022-08-13 06:01:00,           2022-08-13 02:01:00,      3.020000,     14.659000,          0.950943,                    11.468203,      1.012000
                1660371360,           2022-08-13 06:16:00,           2022-08-13 02:16:00,      3.020000,     14.667000,          0.919937,                    11.096060,      1.012000
                1660372260,           2022-08-13 06:31:00,           2022-08-13 02:31:00,      3.020000,     14.590000,          0.896969,                    10.802295,      1.012000
                1660373160,           2022-08-13 06:46:00,           2022-08-13 02:46:00,      3.020000,     14.529000,          0.878109,                    10.562200,      1.012000
                1660374060,           2022-08-13 07:01:00,           2022-08-13 03:01:00,      3.020000,     14.494000,          0.855210,                    10.279513,      1.011000
                1660374960,           2022-08-13 07:16:00,           2022-08-13 03:16:00,      3.020000,     14.494000,          0.833993,                    10.024486,      1.011000
                1660375860,           2022-08-13 07:31:00,           2022-08-13 03:31:00,      3.020000,     14.555000,          0.817754,                     9.841369,      1.011000
                1660376760,           2022-08-13 07:46:00,           2022-08-13 03:46:00,      3.020000,     14.494000,          0.797271,                     9.583095,      1.011000
                1660377660,           2022-08-13 08:01:00,           2022-08-13 04:01:00,      3.020000,     14.512000,          0.779341,                     9.370976,      1.011000
                1660378560,           2022-08-13 08:16:00,           2022-08-13 04:16:00,      3.020000,     14.529000,          0.764673,                     9.197753,      1.011000
                1660379460,           2022-08-13 08:31:00,           2022-08-13 04:31:00,      3.020000,     14.572000,          0.742691,                     8.941076,      1.011000
                1660380360,           2022-08-13 08:46:00,           2022-08-13 04:46:00,      3.020000,     14.572000,          0.728000,                     8.764219,      1.010000
                1660381260,           2022-08-13 09:01:00,           2022-08-13 05:01:00,      3.020000,     14.564000,          0.720646,                     8.674282,      1.010000
                1660382160,           2022-08-13 09:16:00,           2022-08-13 05:16:00,      3.020000,     14.633000,          0.697873,                     8.411826,      1.010000
                1660383060,           2022-08-13 09:31:00,           2022-08-13 05:31:00,      3.020000,     14.615000,          0.683977,                     8.241350,      1.010000
                1660383960,           2022-08-13 09:46:00,           2022-08-13 05:46:00,      3.020000,     14.607000,          0.675806,                     8.141589,      1.010000
                1660384860,           2022-08-13 10:01:00,           2022-08-13 06:01:00,      3.020000,     14.607000,          0.652953,                     7.866270,      1.009000
                1660385760,           2022-08-13 10:16:00,           2022-08-13 06:16:00,      3.020000,     14.486000,          0.647927,                     7.786747,      1.009000
                1660386660,           2022-08-13 10:31:00,           2022-08-13 06:31:00,      3.020000,     14.529000,          0.630019,                     7.578084,      1.009000
                1660387560,           2022-08-13 10:46:00,           2022-08-13 06:46:00,      3.020000,     14.529000,          0.625122,                     7.519187,      1.009000
                1660388460,           2022-08-13 11:01:00,           2022-08-13 07:01:00,      3.020000,     14.477000,          0.615277,                     7.393018,      1.009000
                1660389360,           2022-08-13 11:16:00,           2022-08-13 07:16:00,      3.020000,     14.468000,          0.590788,                     7.097475,      1.009000
                1660390260,           2022-08-13 11:31:00,           2022-08-13 07:31:00,      3.020000,     14.503000,          0.594902,                     7.151940,      1.009000
                1660391160,           2022-08-13 11:46:00,           2022-08-13 07:46:00,      3.020000,     14.486000,          0.587541,                     7.061030,      1.009000
                1660392060,           2022-08-13 12:01:00,           2022-08-13 08:01:00,      3.020000,     14.555000,          0.619436,                     7.454690,      1.009000
                1660392960,           2022-08-13 12:16:00,           2022-08-13 08:16:00,      3.020000,     14.512000,          0.697735,                     8.389722,      1.010000
                1660393860,           2022-08-13 12:31:00,           2022-08-13 08:31:00,      3.020000,     14.555000,          0.741038,                     8.918127,      1.010000
                1660394760,           2022-08-13 12:46:00,           2022-08-13 08:46:00,      3.020000,     14.598000,          0.799039,                     9.624465,      1.011000
                1660395660,           2022-08-13 13:01:00,           2022-08-13 09:01:00,      3.020000,     14.676000,          0.862811,                    10.408897,      1.011000
                1660396560,           2022-08-13 13:16:00,           2022-08-13 09:16:00,      3.020000,     14.615000,          0.904351,                    10.896678,      1.012000
                1660397460,           2022-08-13 13:31:00,           2022-08-13 09:31:00,      3.020000,     14.659000,          0.944413,                    11.389451,      1.012000
                1660398360,           2022-08-13 13:46:00,           2022-08-13 09:46:00,      3.020000,     14.590000,          0.999806,                    12.040775,      1.012000
                1660399260,           2022-08-13 14:01:00,           2022-08-13 10:01:00,      3.020000,     14.615000,          1.030046,                    12.411198,      1.012000
                1660400160,           2022-08-13 14:16:00,           2022-08-13 10:16:00,      3.020000,     14.564000,          1.096883,                    13.202984,      1.013000
                1660401060,           2022-08-13 14:31:00,           2022-08-13 10:31:00,      3.020000,     14.615000,          1.201448,                    14.476453,      1.013000
                1660401960,           2022-08-13 14:46:00,           2022-08-13 10:46:00,      3.020000,     14.693000,          1.306089,                    15.761950,      1.013000
                1660402860,           2022-08-13 15:01:00,           2022-08-13 11:01:00,      3.020000,     14.659000,          1.386010,                    16.715028,      1.014000
                1660403760,           2022-08-13 15:16:00,           2022-08-13 11:16:00,      3.020000,     14.676000,          1.461962,                    17.637024,      1.014000
                1660404660,           2022-08-13 15:31:00,           2022-08-13 11:31:00,      3.020000,     14.702000,          1.542840,                    18.622440,      1.014000
                1660405560,           2022-08-13 15:46:00,           2022-08-13 11:46:00,      3.020000,     14.754000,          1.594403,                    19.264902,      1.014000
                1660406460,           2022-08-13 16:01:00,           2022-08-13 12:01:00,      3.020000,     14.788000,          1.650825,                    19.960238,      1.014000
                1660407360,           2022-08-13 16:16:00,           2022-08-13 12:16:00,      3.020000,     14.805000,          1.693327,                    20.481099,      1.014000
                1660408260,           2022-08-13 16:31:00,           2022-08-13 12:31:00,      3.020000,     14.805000,          1.743947,                    21.093359,      1.014000
                1660409160,           2022-08-13 16:46:00,           2022-08-13 12:46:00,      3.020000,     14.840000,          1.789770,                    21.662780,      1.014000
                1660410060,           2022-08-13 17:01:00,           2022-08-13 13:01:00,      3.020000,     14.780000,          1.832049,                    22.147879,      1.014000
                1660410960,           2022-08-13 17:16:00,           2022-08-13 13:16:00,      3.020000,     14.797000,          1.861492,                    22.511482,      1.015000
                1660411860,           2022-08-13 17:31:00,           2022-08-13 13:31:00,      3.020000,     14.745000,          1.912766,                    23.107455,      1.014000
                1660412760,           2022-08-13 17:46:00,           2022-08-13 13:46:00,      3.020000,     14.710000,          1.946942,                    23.503825,      1.015000
                1660413660,           2022-08-13 18:01:00,           2022-08-13 14:01:00,      3.020000,     14.762000,          1.980580,                    23.934848,      1.014000
                1660414560,           2022-08-13 18:16:00,           2022-08-13 14:16:00,      3.020000,     14.762000,          1.989560,                    24.043373,      1.015000
                1660415460,           2022-08-13 18:31:00,           2022-08-13 14:31:00,      3.020000,     14.754000,          2.017291,                    24.374589,      1.014000
                1660416360,           2022-08-13 18:46:00,           2022-08-13 14:46:00,      3.020000,     14.831000,          2.046938,                    24.770989,      1.014000
                1660417260,           2022-08-13 19:01:00,           2022-08-13 15:01:00,      3.020000,     14.849000,          2.068227,                    25.037642,      1.015000
                1660418160,           2022-08-13 19:16:00,           2022-08-13 15:16:00,      3.020000,     14.883000,          2.130400,                    25.807848,      1.015000
                1660419060,           2022-08-13 19:31:00,           2022-08-13 15:31:00,      3.020000,     14.917000,          2.127252,                    25.787233,      1.014000
                1660419960,           2022-08-13 19:46:00,           2022-08-13 15:46:00,      3.020000,     14.866000,          2.167902,                    26.253217,      1.014000
                1660420860,           2022-08-13 20:01:00,           2022-08-13 16:01:00,      3.020000,     14.874000,          2.205491,                    26.712698,      1.015000
                1660421760,           2022-08-13 20:16:00,           2022-08-13 16:16:00,      3.020000,     14.866000,          2.239757,                    27.123380,      1.014000
                1660422660,           2022-08-13 20:31:00,           2022-08-13 16:31:00,      3.020000,     14.788000,          2.264782,                    27.383630,      1.015000
                1660423560,           2022-08-13 20:46:00,           2022-08-13 16:46:00,      3.020000,     14.805000,          2.294237,                    27.749223,      1.015000
                1660424460,           2022-08-13 21:01:00,           2022-08-13 17:01:00,      3.020000,     14.849000,          2.309099,                    27.953593,      1.015000
                1660425360,           2022-08-13 21:16:00,           2022-08-13 17:16:00,      3.020000,     14.754000,          2.359357,                    28.507715,      1.015000
                1660426260,           2022-08-13 21:31:00,           2022-08-13 17:31:00,      3.020000,     14.874000,          2.388398,                    28.928042,      1.015000
                1660427160,           2022-08-13 21:46:00,           2022-08-13 17:46:00,      3.020000,     14.874000,          2.434941,                    29.491768,      1.014000
                1660428060,           2022-08-13 22:01:00,           2022-08-13 18:01:00,      3.020000,     14.892000,          2.372136,                    28.741431,      1.015000
                1660428960,           2022-08-13 22:16:00,           2022-08-13 18:16:00,      3.020000,     14.883000,          2.226754,                    26.975087,      1.014000
                1660429860,           2022-08-13 22:31:00,           2022-08-13 18:31:00,      3.020000,     14.849000,          2.087824,                    25.274872,      1.014000
                1660430760,           2022-08-13 22:46:00,           2022-08-13 18:46:00,      3.020000,     14.728000,          1.978837,                    23.897493,      1.014000
                1660431660,           2022-08-13 23:01:00,           2022-08-13 19:01:00,      3.020000,     14.736000,          1.872736,                    22.619785,      1.014000
                1660432560,           2022-08-13 23:16:00,           2022-08-13 19:16:00,      3.020000,     14.659000,          1.776182,                    21.420437,      1.014000
                1660433460,           2022-08-13 23:31:00,           2022-08-13 19:31:00,      3.020000,     14.667000,          1.692129,                    20.410055,      1.014000
                1660434360,           2022-08-13 23:46:00,           2022-08-13 19:46:00,      3.020000,     14.650000,          1.610458,                    19.418319,      1.014000
                1660435260,           2022-08-14 00:01:00,           2022-08-13 20:01:00,      3.020000,     14.590000,          1.536028,                    18.498562,      1.014000
                1660436160,           2022-08-14 00:16:00,           2022-08-13 20:16:00,      3.020000,     14.641000,          1.456165,                    17.554744,      1.014000
                1660437060,           2022-08-14 00:31:00,           2022-08-13 20:31:00,      3.020000,     14.667000,          1.362356,                    16.432408,      1.014000
                1660437960,           2022-08-14 00:46:00,           2022-08-13 20:46:00,      3.020000,     14.624000,          1.266763,                    15.266201,      1.013000
                1660438860,           2022-08-14 01:01:00,           2022-08-13 21:01:00,      3.020000,     14.667000,          1.181960,                    14.256517,      1.013000
                1660439760,           2022-08-14 01:16:00,           2022-08-13 21:16:00,      3.020000,     14.771000,          1.102969,                    13.331528,      1.013000
                1660440660,           2022-08-14 01:31:00,           2022-08-13 21:31:00,      3.020000,     14.719000,          1.037568,                    12.527964,      1.012000
                1660441560,           2022-08-14 01:46:00,           2022-08-13 21:46:00,      3.020000,     14.754000,          0.971500,                    11.738471,      1.012000
                1660442460,           2022-08-14 02:01:00,           2022-08-13 22:01:00,      3.020000,     14.650000,          0.913382,                    11.013228,      1.012000
                1660443360,           2022-08-14 02:16:00,           2022-08-13 22:16:00,      3.020000,     14.659000,          0.862787,                    10.405056,      1.011000
                1660444260,           2022-08-14 02:31:00,           2022-08-13 22:31:00,      3.020000,     14.667000,          0.817087,                     9.855506,      1.011000
                1660445160,           2022-08-14 02:46:00,           2022-08-13 22:46:00,      3.020000,     14.710000,          0.773063,                     9.332546,      1.011000
                1660446060,           2022-08-14 03:01:00,           2022-08-13 23:01:00,      3.020000,     14.676000,          0.736287,                     8.882521,      1.011000
                1660446960,           2022-08-14 03:16:00,           2022-08-13 23:16:00,      3.020000,     14.710000,          0.699593,                     8.445609,      1.010000
                1660447860,           2022-08-14 03:31:00,           2022-08-13 23:31:00,      3.020000,     14.685000,          0.670994,                     8.096296,      1.010000
                1660448760,           2022-08-14 03:46:00,           2022-08-13 23:46:00,      3.020000,     14.728000,          0.642469,                     7.758798,      1.009000
                1660449660,           2022-08-14 04:01:00,           2022-08-14 00:01:00,      3.020000,     14.650000,          0.619532,                     7.470098,      1.009000
                1660450560,           2022-08-14 04:16:00,           2022-08-14 00:16:00,      3.020000,     14.676000,          0.599152,                     7.228127,      1.009000
                1660451460,           2022-08-14 04:31:00,           2022-08-14 00:31:00,      3.020000,     14.702000,          0.578769,                     6.985878,      1.009000
                1660452360,           2022-08-14 04:46:00,           2022-08-14 00:46:00,      3.020000,     14.736000,          0.564923,                     6.823405,      1.009000
                1660453260,           2022-08-14 05:01:00,           2022-08-14 01:01:00,      3.020000,     14.728000,          0.551854,                     6.664482,      1.009000
                1660454160,           2022-08-14 05:16:00,           2022-08-14 01:16:00,      3.020000,     14.719000,          0.537152,                     6.485759,      1.008000
                1660455060,           2022-08-14 05:31:00,           2022-08-14 01:31:00,      3.020000,     14.659000,          0.531385,                     6.408412,      1.008000
                1660455960,           2022-08-14 05:46:00,           2022-08-14 01:46:00,      3.020000,     14.607000,          0.520730,                     6.273350,      1.008000
                1660456860,           2022-08-14 06:01:00,           2022-08-14 02:01:00,      3.020000,     14.598000,          0.518273,                     6.242630,      1.008000
                1660457760,           2022-08-14 06:16:00,           2022-08-14 02:16:00,      3.020000,     14.633000,          0.510957,                     6.158834,      1.008000
                1660458660,           2022-08-14 06:31:00,           2022-08-14 02:31:00,      3.020000,     14.685000,          0.507735,                     6.126394,      1.008000
                1660459560,           2022-08-14 06:46:00,           2022-08-14 02:46:00,      3.020000,     14.615000,          0.507677,                     6.117088,      1.008000
                1660460460,           2022-08-14 07:01:00,           2022-08-14 03:01:00,      3.020000,     14.693000,          0.502028,                     6.058499,      1.008000
                1660461360,           2022-08-14 07:16:00,           2022-08-14 03:16:00,      3.020000,     14.650000,          0.502809,                     6.062689,      1.008000
                1660462260,           2022-08-14 07:31:00,           2022-08-14 03:31:00,      3.020000,     14.702000,          0.497137,                     6.000564,      1.008000
                1660463160,           2022-08-14 07:46:00,           2022-08-14 03:46:00,      3.020000,     14.710000,          0.497960,                     6.011460,      1.008000
                1660464060,           2022-08-14 08:01:00,           2022-08-14 04:01:00,      3.020000,     14.754000,          0.497179,                     6.007335,      1.008000
                1660464960,           2022-08-14 08:16:00,           2022-08-14 04:16:00,      3.020000,     14.728000,          0.497158,                     6.003949,      1.008000
                1660465860,           2022-08-14 08:31:00,           2022-08-14 04:31:00,      3.020000,     14.728000,          0.494709,                     5.974373,      1.008000
                1660466760,           2022-08-14 08:46:00,           2022-08-14 04:46:00,      3.020000,     14.667000,          0.496293,                     5.986162,      1.008000
                1660467660,           2022-08-14 09:01:00,           2022-08-14 05:01:00,      3.020000,     14.624000,          0.497890,                     6.000247,      1.008000
                1660468560,           2022-08-14 09:16:00,           2022-08-14 05:16:00,      3.020000,     14.659000,          0.492205,                     5.935902,      1.008000
                1660469460,           2022-08-14 09:31:00,           2022-08-14 05:31:00,      3.020000,     14.590000,          0.494598,                     5.956498,      1.008000
                1660470360,           2022-08-14 09:46:00,           2022-08-14 05:46:00,      3.020000,     14.676000,          0.492219,                     5.938093,      1.008000
                1660471260,           2022-08-14 10:01:00,           2022-08-14 06:01:00,      3.020000,     14.650000,          0.491381,                     5.924900,      1.008000
                1660472160,           2022-08-14 10:16:00,           2022-08-14 06:16:00,      3.020000,     14.641000,          0.494639,                     5.963103,      1.008000
                1660473060,           2022-08-14 10:31:00,           2022-08-14 06:31:00,      3.020000,     14.650000,          0.491381,                     5.924900,      1.008000
                1660473960,           2022-08-14 10:46:00,           2022-08-14 06:46:00,      3.020000,     14.676000,          0.489770,                     5.908551,      1.008000
                1660474860,           2022-08-14 11:01:00,           2022-08-14 07:01:00,      3.020000,     14.788000,          0.482511,                     5.834076,      1.008000
                1660475760,           2022-08-14 11:16:00,           2022-08-14 07:16:00,      3.020000,     14.754000,          0.485750,                     5.869235,      1.008000
                1660476660,           2022-08-14 11:31:00,           2022-08-14 07:31:00,      3.020000,     14.702000,          0.482444,                     5.823207,      1.008000
                1660477560,           2022-08-14 11:46:00,           2022-08-14 07:46:00,      3.020000,     14.702000,          0.484076,                     5.842914,      1.008000
                1660478460,           2022-08-14 12:01:00,           2022-08-14 08:01:00,      3.020000,     14.685000,          0.568141,                     6.855258,      1.009000
                1660479360,           2022-08-14 12:16:00,           2022-08-14 08:16:00,      3.020000,     14.659000,          0.702800,                     8.475642,      1.010000
                1660480260,           2022-08-14 12:31:00,           2022-08-14 08:31:00,      3.020000,     14.676000,          0.839139,                    10.123317,      1.011000
                1660481160,           2022-08-14 12:46:00,           2022-08-14 08:46:00,      3.020000,     14.650000,          0.968070,                    11.672644,      1.012000
                1660482060,           2022-08-14 13:01:00,           2022-08-14 09:01:00,      3.020000,     14.719000,          1.082467,                    13.070087,      1.013000
                1660482960,           2022-08-14 13:16:00,           2022-08-14 09:16:00,      3.020000,     14.693000,          1.203234,                    14.520696,      1.013000
                1660483860,           2022-08-14 13:31:00,           2022-08-14 09:31:00,      3.020000,     14.745000,          1.310281,                    15.829050,      1.013000
                1660484760,           2022-08-14 13:46:00,           2022-08-14 09:46:00,      3.020000,     14.780000,          1.412409,                    17.074791,      1.014000
                1660485660,           2022-08-14 14:01:00,           2022-08-14 10:01:00,      3.020000,     14.762000,          1.508702,                    18.232316,      1.014000
                1660486560,           2022-08-14 14:16:00,           2022-08-14 10:16:00,      3.020000,     14.840000,          1.604425,                    19.419417,      1.014000
                1660487460,           2022-08-14 14:31:00,           2022-08-14 10:31:00,      3.020000,     14.840000,          1.689341,                    20.447213,      1.014000
                1660488360,           2022-08-14 14:46:00,           2022-08-14 10:46:00,      3.020000,     14.857000,          1.767774,                    21.403822,      1.014000
                1660489260,           2022-08-14 15:01:00,           2022-08-14 11:01:00,      3.020000,     14.823000,          1.850140,                    22.385856,      1.014000
                1660490160,           2022-08-14 15:16:00,           2022-08-14 11:16:00,      3.020000,     14.857000,          1.920464,                    23.252558,      1.014000
                1660491060,           2022-08-14 15:31:00,           2022-08-14 11:31:00,      3.020000,     14.788000,          1.990461,                    24.066796,      1.014000
                1660491960,           2022-08-14 15:46:00,           2022-08-14 11:46:00,      3.020000,     14.762000,          2.064669,                    24.951043,      1.014000
                1660492860,           2022-08-14 16:01:00,           2022-08-14 12:01:00,      3.020000,     14.840000,          2.119637,                    25.655372,      1.014000
                1660493760,           2022-08-14 16:16:00,           2022-08-14 12:16:00,      3.020000,     14.780000,          2.193724,                    26.520210,      1.014000
                1660494660,           2022-08-14 16:31:00,           2022-08-14 12:31:00,      3.020000,     14.823000,          2.249398,                    27.216696,      1.014000
                1660495560,           2022-08-14 16:46:00,           2022-08-14 12:46:00,      3.020000,     14.840000,          2.313147,                    27.997561,      1.014000
                1660496460,           2022-08-14 17:01:00,           2022-08-14 13:01:00,      3.020000,     14.866000,          2.370403,                    28.705494,      1.014000
                1660497360,           2022-08-14 17:16:00,           2022-08-14 13:16:00,      3.020000,     14.874000,          2.428408,                    29.412648,      1.014000
                1660498260,           2022-08-14 17:31:00,           2022-08-14 13:31:00,      3.020000,     14.900000,          2.483222,                    30.092191,      1.014000
                1660499160,           2022-08-14 17:46:00,           2022-08-14 13:46:00,      3.020000,     14.814000,          2.540027,                    30.727637,      1.014000
                1660500060,           2022-08-14 18:01:00,           2022-08-14 14:01:00,      3.020000,     14.831000,          2.593169,                    31.381197,      1.014000
                1660500960,           2022-08-14 18:16:00,           2022-08-14 14:16:00,      3.020000,     14.805000,          2.650211,                    32.054796,      1.014000
                1660501860,           2022-08-14 18:31:00,           2022-08-14 14:31:00,      3.020000,     14.797000,          2.708961,                    32.760131,      1.014000
                1660502760,           2022-08-14 18:46:00,           2022-08-14 14:46:00,      3.020000,     14.849000,          2.754915,                    33.350574,      1.014000
                1660503660,           2022-08-14 19:01:00,           2022-08-14 15:01:00,      3.020000,     14.849000,          2.803906,                    33.943648,      1.014000
                1660504560,           2022-08-14 19:16:00,           2022-08-14 15:16:00,      3.020000,     14.883000,          2.847338,                    34.492896,      1.013000
                1660505460,           2022-08-14 19:31:00,           2022-08-14 15:31:00,      3.020000,     14.883000,          2.900415,                    35.135867,      1.013000
                1660506360,           2022-08-14 19:46:00,           2022-08-14 15:46:00,      3.020000,     14.943000,          2.943163,                    35.696517,      1.013000
                1660507260,           2022-08-14 20:01:00,           2022-08-14 16:01:00,      3.020000,     14.943000,          2.982361,                    36.171942,      1.013000
                1660508160,           2022-08-14 20:16:00,           2022-08-14 16:16:00,      3.020000,     14.849000,          3.034162,                    36.731100,      1.013000
                1660509060,           2022-08-14 20:31:00,           2022-08-14 16:31:00,      3.020000,     14.857000,          3.067679,                    37.142798,      1.013000
